Ticker,Latest_Price,Latest_Volume,Latest_Est_Market_Cap,Last_Week_Price_Change,Last_Week_Average,Last_Week_Volatility,Last_Month_Price_Change,Last_Month_Average,Last_Month_Volatility,Last_3Months_Price_Change,Last_3Months_Average,Last_3Months_Volatility,Total_Return,CAGR,Label,End_date
RML,9.211277961730955,274100,2524811.289310455,-0.08561617866426881,9.59766731262207,0.008646313909621272,-0.07509966015480259,9.702281361534482,0.021548866470522385,-0.17439879579657128,9.81000780680823,0.03353016611696028,-0.25776396083611725,-5.832449250462002,1,2000-12-12
DISH,49.9020881652832,9867700,492418835.38856506,0.015809517345904495,49.338783264160156,0.004672972105711314,0.025969193943883397,48.07016899472191,0.012825229779438325,-0.02826207731289793,50.591112288217694,0.013553445851757403,-0.09149276428923786,-1.520639833627102,1,2023-06-20
HWM,152.94000244140625,499800,76439413.22021484,-0.028458872949109485,157.0279998779297,0.018520782467430563,-0.006431431699345239,152.84761846633185,0.028375143985327197,0.07022812994775217,150.952638656374,0.02072565193999339,2.3158297248499173,29.658932472176282,0,None
FRX,10.118159294128418,24073800,243582543.2149887,0.01591047367462493,10.08177146911621,0.0070134380842574295,0.04866163839818241,9.893459592546735,0.009991060237975592,0.06462811425020949,9.523100610763308,0.010482081394127478,-0.04898289889009763,-0.3694898754703191,1,2014-07-01
PGN,10.869999885559082,2123783,23085520.966952324,0.03622498786769873,10.423999977111816,0.042362600074913284,0.09136544617738898,10.673809460231237,0.043615016831858325,0.0709359895653934,9.846984106396873,0.050347336741520525,-0.37600460172491323,-36.24836550522802,1,2012-07-02
LO,38.62128829956055,813500,31418418.031692505,0.008472418645078403,38.28155288696289,0.014675108042751973,-0.0009005804036427816,38.58866192045666,0.009349119574237683,0.015113393312988966,39.04696146647135,0.00846332590931822,-0.1330803789281194,-2.0205927873912177,1,2015-06-12
DG_2,57.630001068115234,5808200,334726572.2038269,-0.008942398007199577,57.11600036621094,0.019320072931772382,-0.03821757628185164,58.58190482003348,0.015986044100366397,0.035954523314868723,57.63695877317398,0.013235130131049756,0.8417654243731691,5.246015678331761,0,None
BNL,7.502976417541504,62800,471186.91902160645,-0.011415519089593254,7.516839694976807,0.013266431294752263,-0.07478683187465882,7.891618183680943,0.013708926770228906,-0.19202008714232707,8.406478927249001,0.014094646726122116,1.3999688238127501,41.853881010401835,1,1998-07-01
CFG,68.76000213623047,15372900,1057040636.8400574,-0.014899725932048549,68.9240005493164,0.009465780351978419,0.10373511467288668,65.12431335449219,0.02423014859568695,0.13145899089171917,62.34756397065662,0.020402072224394177,1.1058247801708538,8.841787867677953,0,None
GL,44.790000915527344,1148700,51450274.05166626,-0.04007713111873233,45.8259994506836,0.008405044643341712,0.1499358161282655,40.83618999662853,0.025561360247063087,0.1604375364322137,39.54305231003534,0.01666516979330739,0.13730941490329301,2.4697076755856084,0,None
CINF,68.76000213623047,15372900,1057040636.8400574,-0.014899725932048549,68.9240005493164,0.009465780351978419,0.10373511467288668,65.12431335449219,0.02423014859568695,0.13145899089171917,62.34756397065662,0.020402072224394177,-0.5251704905871915,-2.733496366708388,0,None
DHI,57.630001068115234,5808200,334726572.2038269,-0.008942398007199577,57.11600036621094,0.019320072931772382,-0.03821757628185164,58.58190482003348,0.015986044100366397,0.035954523314868723,57.63695877317398,0.013235130131049756,2.3966192222225846,6.522114929931955,0,None
JKHY,140.00999450683594,1031800,144462312.33215332,-0.04677294490463673,144.77200012207032,0.03190325838561226,-0.025037996730751085,142.91917346772692,0.018532405160811248,0.13885486546178122,132.8974839467851,0.014344366239681695,1.3688093645946877,15.457376571482918,0,None
X,24.32671546936035,34164000,831097907.295227,0.00580263242565981,24.32858772277832,0.005696553175988662,0.143862782438715,23.169637770879838,0.01569960641259191,-0.05642487097997513,23.864333955068435,0.019120408857397717,0.16026437664447366,0.8076084953051232,1,2014-07-02
MEL,22.99294662475586,5535400,127275156.74667358,-0.01874705235665764,22.97791748046875,0.015526669539777988,-0.01642703402179784,22.779747645060223,0.019762963842864915,-0.11421703248760319,24.09174080500527,0.015114729533984881,1.9116566431677666,9.752847901977013,1,2007-07-02
CPAY,68.76000213623047,15372900,1057040636.8400574,-0.014899725932048549,68.9240005493164,0.009465780351978419,0.10373511467288668,65.12431335449219,0.02423014859568695,0.13145899089171917,62.34756397065662,0.020402072224394177,0.15907543382323958,25.28989716122705,0,None
GEV,44.790000915527344,1148700,51450274.05166626,-0.04007713111873233,45.8259994506836,0.008405044643341712,0.1499358161282655,40.83618999662853,0.025561360247063087,0.1604375364322137,39.54305231003534,0.01666516979330739,0.4072979287193327,71.86121909775609,0,None
GGP_2,28.489086151123047,322800,9196277.00958252,-0.0006544108973831485,28.455517578125,0.009042541659376537,0.011924275081064448,28.458447138468426,0.011276126969234806,0.00670431395427691,28.241268612089613,0.008885543707071742,0.6911983215380165,11.800998273503293,1,2018-08-28
PFG,8.380000114440918,75530121,632942422.6237364,0.01946470099932767,8.32800006866455,0.014361735367328885,0.03584671895961089,8.467142831711541,0.019694682867157184,0.03712873682766845,8.536666658189562,0.02130532493577633,-0.518943738361697,-9.171334883880778,0,None
BSX,46.68000030517578,560400,26159472.171020508,-0.00021414268210073563,46.662000274658205,0.0011125484579251074,0.0015018170758974974,46.69476209368025,0.0015224366846521226,0.22998300703339575,42.52367849198599,0.023156414030898315,13.931481553083678,9.824169374129909,0,None
PSX,8.380000114440918,75530121,632942422.6237364,0.01946470099932767,8.32800006866455,0.014361735367328885,0.03584671895961089,8.467142831711541,0.019694682867157184,0.03712873682766845,8.536666658189562,0.02130532493577633,-0.021028072003744284,-0.3152792108388702,0,None
K,80.56999969482422,3846300,309896389.8262024,-0.006535126871377155,80.94599914550781,0.0027078129327786672,-0.0059223113986444625,80.86095210484096,0.0025160932659411637,0.010507759415722915,80.57826039147756,0.001955761602660649,4.192965443794649,5.87622401325365,0,None
WEC,38.220001220703125,3260300,124608669.9798584,0.011914237688259145,38.486000061035156,0.025324643168779123,-0.2679562939875665,42.58952404203869,0.03839385682514184,-0.09559861006363396,47.02904764811198,0.036356427111894754,0.01325556690930244,0.13027140637518198,0,None
MSI,15.489999771118164,3777700,58516572.13535309,0.009778332271070295,15.30999984741211,0.02150767681528216,-0.04264527324124305,15.545238176981607,0.02100168485663745,-0.1163655398684453,15.372160078987243,0.025371080350311697,0.9615375441800397,2.362828160758701,0,None
BMC,28.24255752563477,346100,9774749.159622194,0.028580069980128363,27.8889892578125,0.011833872369115735,0.003428694259492024,27.697830200195312,0.0108133607752963,0.12657866502043374,27.297919833470903,0.010413421893689736,2.556637024289752,8.878266726917715,1,2013-09-11
MD,11.982629776000977,5424600,65000973.4828949,0.07219662058371736,11.457315063476562,0.023490306016418317,0.2419934964039643,10.447400638035365,0.018365268897581388,0.2644924991098526,10.182809496682788,0.019216107121044608,0.5173917624720614,29.959205392367206,1,1997-08-01
ULTA,17.34000015258789,17369800,301192334.65042114,-0.14158418328373282,18.945999908447266,0.03401126227671725,-0.21573949914458293,20.450952348254976,0.037146867410873384,0.018801391669660675,19.886984174213712,0.03929435410582997,-0.7463057711822303,-28.094566941075307,0,None
GS,44.790000915527344,1148700,51450274.05166626,-0.04007713111873233,45.8259994506836,0.008405044643341712,0.1499358161282655,40.83618999662853,0.025561360247063087,0.1604375364322137,39.54305231003534,0.01666516979330739,2.3082145797716187,7.1699296449685646,0,None
HNZ,39.90666198730469,309500,12351111.8850708,-0.0026750937522165333,39.60695114135742,0.016761225538088488,-0.018195029020203632,39.91130102248419,0.013938396199580849,-0.03255476557285798,40.608840034121556,0.0145252676434103,0.4646426293332525,11.26366565851329,1,2013-06-07
CLX,68.76000213623047,15372900,1057040636.8400574,-0.014899725932048549,68.9240005493164,0.009465780351978419,0.10373511467288668,65.12431335449219,0.02423014859568695,0.13145899089171917,62.34756397065662,0.020402072224394177,0.3016732601181232,0.9180806423628507,0,None
BFI,5.663564205169678,89800,508588.06562423706,-0.10452011946009537,5.96014289855957,0.006413872437634772,-0.07038152821828608,6.1314882550920755,0.027932919181141554,-0.0627836490028062,6.470888826582167,0.02236919222913138,0.8115981984006035,18.01510680058527,1,1999-08-02
PCL,9.109999656677246,8889490,80983250.84803581,0.13874995708465576,8.517999839782714,0.05894960827421389,-0.038014846906072146,9.024761813027519,0.05682792159290357,-0.2798419026564617,11.385238049522279,0.046038962248101,-0.4770379094845921,-12.948830201634998,1,2016-02-22
CHTR,68.76000213623047,15372900,1057040636.8400574,-0.014899725932048549,68.9240005493164,0.009465780351978419,0.10373511467288668,65.12431335449219,0.02423014859568695,0.13145899089171917,62.34756397065662,0.020402072224394177,0.8631122215464608,7.901206438419228,0,None
UA,35.47999954223633,8409900,298383248.1502533,0.03289668466700412,34.52199859619141,0.08118858801129336,-0.14813929790155939,39.254761650448756,0.07481312165741949,-0.6231145127228704,64.71428565373496,0.0808715638353215,-0.4809070909391478,-31.248383758216658,1,2022-06-21
CRWD,68.76000213623047,15372900,1057040636.8400574,-0.014899725932048549,68.9240005493164,0.009465780351978419,0.10373511467288668,65.12431335449219,0.02423014859568695,0.13145899089171917,62.34756397065662,0.020402072224394177,0.14178718075764407,38.320952511540106,0,None
AAP,118.44639587402344,2045900,242329481.31866455,0.0020124791650868567,117.83578186035156,0.009737236411329033,-0.056608281730383306,122.81788417271206,0.016869006332350656,0.0019095970059789381,119.8703128875248,0.014263011585435411,2.282201689471705,15.756010340702442,1,2023-08-25
ATVI,111.6429672241211,1682800,187872785.24475098,-0.008643404096416934,110.59606475830078,0.024978183037130786,0.0028191223625337767,110.48945472353981,0.014121078361972031,-0.0957316755527396,117.3042721218533,0.014659415311073442,2.3160517156849694,15.902317098263197,1,2023-10-18
DXC_2,42.37051773071289,5903600,250138588.47503662,-0.06762682700509923,43.29817428588867,0.022129520456277668,-0.07972814341529343,44.70433643886021,0.0157581135057728,-0.1393069249081862,46.65912930927579,0.013677168627240383,-0.24381620077037336,-4.218512580644729,1,2023-10-02
MST,13.974008560180664,1984600,27732817.388534546,0.038265316968024723,13.785172271728516,0.008209157531857266,-0.08126418633831597,14.278114273434593,0.02111982037932234,-0.04683872969594782,14.480848766508556,0.01575454851620087,0.7695646274745227,24.266477502782323,1,1998-08-14
WU,201.77999877929688,2091200,421962333.4472656,-0.018341056757423858,202.047998046875,0.06204779328755205,-0.22035469772138716,236.1357138497489,0.050520987820742755,-0.27744756956556327,246.43095301068018,0.03802715589968003,4.349416549555869,26.18534666889567,1,2021-12-20
AEE,127.06999969482422,2631100,334333876.197052,-0.050724644289313295,131.81999969482422,0.016977684144347714,-0.08470793042660531,134.17380886986143,0.019026081931923525,-0.08928594277030465,138.90853167337085,0.015658532803620756,3.7841295180236223,6.4730459671153096,0,None
DAY,57.630001068115234,5808200,334726572.2038269,-0.008942398007199577,57.11600036621094,0.019320072931772382,-0.03821757628185164,58.58190482003348,0.015986044100366397,0.035954523314868723,57.63695877317398,0.013235130131049756,0.2829713988336082,36.6705723534926,0,None
ADP,127.06999969482422,2631100,334333876.197052,-0.050724644289313295,131.81999969482422,0.016977684144347714,-0.08470793042660531,134.17380886986143,0.019026081931923525,-0.08928594277030465,138.90853167337085,0.015658532803620756,3.7841295180236223,6.4730459671153096,0,None
CARR,68.76000213623047,15372900,1057040636.8400574,-0.014899725932048549,68.9240005493164,0.009465780351978419,0.10373511467288668,65.12431335449219,0.02423014859568695,0.13145899089171917,62.34756397065662,0.020402072224394177,1.2049355755920719,18.67068337024962,0,None
MWI,14.420355796813965,2265400,32667874.022102356,-0.03337212628752707,14.76026554107666,0.02480869891229248,0.12600520361281659,14.101538612729026,0.03327610497008916,0.33545371951357916,12.101708336481972,0.02552460649049576,0.8260859536373805,19.29762510960691,1,1999-05-28
FLS,10.456109046936035,90885200,950305561.952591,-0.028030149436034487,10.382761001586914,0.036358605293964376,0.1079447358749242,10.072295007251558,0.030238337853822045,0.4129956121714783,8.90326123767429,0.02675715169979501,3.3509930640828505,12.537893194859118,1,2021-03-22
TECH,22.68000030517578,40191500,911543232.2654724,0.01658452927344207,22.337999725341795,0.011636422317718735,0.03798626586798372,22.13619059608096,0.015951006064377205,0.16367370813337898,21.492857161022368,0.012942208212722258,0.19222348989244387,5.622324459298511,0,None
TER,13.297724723815918,45045393,599001236.1901045,0.004392518887723169,13.269037246704102,0.010649662757115975,-0.028328873465178185,13.418095179966517,0.0074008523935420465,0.024105977755729455,13.435385037982275,0.009185952986312767,0.6071005209252385,3.4271121573708374,1,2013-12-23
TWC,18.12145233154297,29202541,529192454.69142914,-0.0017868499318177066,18.18817710876465,0.008573692347278618,0.004881909035112142,17.98465855916341,0.008522664825053669,0.07474077619350189,17.664208366757347,0.007243630533051851,1.6627291736673757,14.721598092634158,1,2016-05-18
AXP,127.06999969482422,2631100,334333876.197052,-0.050724644289313295,131.81999969482422,0.016977684144347714,-0.08470793042660531,134.17380886986143,0.019026081931923525,-0.08928594277030465,138.90853167337085,0.015658532803620756,3.7841295180236223,6.4730459671153096,0,None
TMC.A,7.715380191802979,5155656,39777846.178150184,0.03310412886648865,7.700957202911377,0.02426320425591174,0.043902374507616165,7.344299361819313,0.02234496189543941,0.11940505024180545,7.249029288216243,0.028156386750453923,0.9130812877687041,15.669984996881613,1,2000-06-13
OMC,56.540000915527344,7983200,451370135.3088379,-0.019254129765344182,56.83600082397461,0.010236856680970598,-0.12235298771168104,59.613880884079705,0.013022656079935736,-0.0542857764513705,61.010262746659535,0.010683335129576463,20.502259929267556,12.102105597215541,0,None
PKI,8.380000114440918,75530121,632942422.6237364,0.01946470099932767,8.32800006866455,0.014361735367328885,0.03584671895961089,8.467142831711541,0.019694682867157184,0.03712873682766845,8.536666658189562,0.02130532493577633,-0.518943738361697,-9.171334883880778,1,2023-05-16
ZION,47.709999084472656,23318200,1112511300.6515503,-0.16195329652694362,54.46399993896485,0.06227868518799196,-0.17627761407539033,55.14047604515439,0.037453425187794015,-0.14144323652180335,55.74412681942894,0.0283534392733085,0.7198990439122678,6.499784812938625,1,2024-03-18
GD,44.790000915527344,1148700,51450274.05166626,-0.04007713111873233,45.8259994506836,0.008405044643341712,0.1499358161282655,40.83618999662853,0.025561360247063087,0.1604375364322137,39.54305231003534,0.01666516979330739,2.308215045825807,7.169930518800238,0,None
JNJ,140.00999450683594,1031800,144462312.33215332,-0.04677294490463673,144.77200012207032,0.03190325838561226,-0.025037996730751085,142.91917346772692,0.018532405160811248,0.13885486546178122,132.8974839467851,0.014344366239681695,26.979963442029543,12.241137796699775,0,None
SBNY,14.470000267028809,12823400,185554601.42421722,-0.06765464946939578,14.490000152587891,0.044752003595459354,-0.06825495712610577,15.596190361749558,0.03722557481265473,-0.08879092174123393,14.885714228191073,0.03785377193248251,-0.7055951206957759,-63.110174169230184,1,2023-03-15
RAL,11.733719825744627,235400,2762117.646980285,-0.04440310809640552,11.992700576782227,0.003759808916115928,0.07604184212685083,11.62878368014381,0.014126029080203443,-0.007085824388829235,11.195675804501487,0.02330533071723528,-0.054508279173448984,-0.937845196298781,1,2001-12-13
UPS,17.34000015258789,17369800,301192334.65042114,-0.14158418328373282,18.945999908447266,0.03401126227671725,-0.21573949914458293,20.450952348254976,0.037146867410873384,0.018801391669660675,19.886984174213712,0.03929435410582997,-0.7463057711822303,-28.094566941075307,0,None
SCHW,26.11000061035156,4281900,111800411.61346434,-0.039367170081321394,27.20800018310547,0.02723607399454119,-0.009484066548231609,26.541428611392067,0.024199385394075595,0.08791669209798163,24.875396819341752,0.025263069598004596,-0.38564704446231624,-13.419638612538575,0,None
FRC,10.732789039611816,94050700,1009426322.1278191,0.015504058535014858,10.767380714416504,0.019764404467064706,-0.06153676170145346,11.031952131362189,0.020062957190641908,-0.1138407798541612,11.046850613185338,0.02285606901438879,0.8079336968860052,14.643597986562963,1,2023-05-04
TE,20.02117347717285,42253342,845961490.1723137,0.04070326972734839,19.582848739624023,0.007040849396971436,0.11251293153106043,18.884432656424387,0.00622082768763363,0.1159110699482562,18.249620649549698,0.007364055845595623,1.4776826220493777,6.36213033391162,1,2016-07-01
LXK,38.75102615356445,837200,32442359.09576416,-0.006022564410861595,38.74162826538086,0.006850118017583423,0.025093441453867184,38.86416734967913,0.007777703577347434,0.007674649917503069,38.235846807086276,0.010549734567612615,2.5676922463660086,10.183989594745091,1,2012-10-01
AKAM,127.06999969482422,2631100,334333876.197052,-0.050724644289313295,131.81999969482422,0.016977684144347714,-0.08470793042660531,134.17380886986143,0.019026081931923525,-0.08928594277030465,138.90853167337085,0.015658532803620756,3.909372957153756,9.61191396859611,0,None
AMD_2,127.06999969482422,2631100,334333876.197052,-0.050724644289313295,131.81999969482422,0.016977684144347714,-0.08470793042660531,134.17380886986143,0.019026081931923525,-0.08928594277030465,138.90853167337085,0.015658532803620756,1.5361800743206064,12.92075491809863,0,None
MERQ,19.32686996459961,7515400,145249158.5319519,0.0500230152626113,18.81295852661133,0.013181965970641446,0.02733546718468513,18.746943700881232,0.014206390244917698,0.06438553674186982,18.368857459416464,0.020826892999310204,1.028485510261544,13.733855754788804,1,2006-01-04
BGG,5.774460792541504,67600,390353.54957580566,-0.046452022763092744,5.914801788330078,0.009070816241679144,-0.0010692175228270765,5.838050092969622,0.014843820492617,-0.05326138698960121,5.874196317460802,0.01730747911757859,0.847070570676033,12.368328562538355,1,2001-04-03
EDS,23.741676330566406,575700,13668083.06350708,0.0015736343308964276,23.934893798828124,0.016497468177732375,-0.08298522680642485,24.36210859389532,0.015089450433498953,-0.2229276944608856,26.593321361238996,0.015643843077300462,3.06159739613499,15.007219464818444,1,2008-08-26
SMCI,26.11000061035156,4281900,111800411.61346434,-0.039367170081321394,27.20800018310547,0.02723607399454119,-0.009484066548231609,26.541428611392067,0.024199385394075595,0.08791669209798163,24.875396819341752,0.025263069598004596,0.1273748178918525,19.449309011443326,0,None
EMC,18.809062957763672,384100,7224561.082077026,0.024005341535317578,18.409204483032227,0.012727030862473926,0.0355835392749462,18.408111390613374,0.011756628599183363,-0.03710574160904097,18.74405945671929,0.022293806026890135,4.817332452988852,9.005543606232337,1,2016-09-07
DDR,16.236343383789062,4521600,73414250.24414062,-0.0401604926815017,16.484043502807616,0.016986463431740585,0.029489654303326184,15.538336890084404,0.024553488757018977,-0.09724951529968913,17.11911714644659,0.019080020769585662,-0.24870568068958815,-13.22512652112433,1,2009-03-30
BRO,46.68000030517578,560400,26159472.171020508,-0.00021414268210073563,46.662000274658205,0.0011125484579251074,0.0015018170758974974,46.69476209368025,0.0015224366846521226,0.22998300703339575,42.52367849198599,0.023156414030898315,0.14716549331919884,4.442340744591111,0,None
BVSN,7.0816168785095215,82800,586357.8775405884,-0.03004489770007051,7.1821393966674805,0.010272938311406642,-0.00013465087418377164,7.10791133698963,0.011314103539474792,0.00875273716194802,7.180509060148209,0.014510230250255031,0.2600622292044548,32.50014089342561,1,2001-09-04
ALXN,146.1350860595703,2246000,328219403.2897949,0.004507804644177849,145.52823181152343,0.008517861756998367,0.021079502347485915,145.10308837890625,0.00538816717412769,0.11706125139762286,136.85701703268384,0.009870512305534169,4.549466072053292,20.634963828109008,1,2021-07-21
LHX,83.66999816894531,937800,78465724.28283691,0.005528170767141543,83.17200012207032,0.006917547714468465,0.022610590088258352,81.0942858741397,0.01833047523545793,0.06116907478290958,79.99122219993954,0.013230962124025346,0.6399751105512331,9.482623393075418,0,None
DALRQ,17.026294708251953,2935200,49975580.22766113,-0.00040233923367421494,16.989726257324218,0.012030654109072291,0.018037363427652168,17.064712887718564,0.015389004735177335,0.053379087196273926,16.787622224716912,0.011075216777464526,1.923172303437535,11.786789473433569,1,2005-08-19
MMC,15.489999771118164,3777700,58516572.13535309,0.009778332271070295,15.30999984741211,0.02150767681528216,-0.04264527324124305,15.545238176981607,0.02100168485663745,-0.1163655398684453,15.372160078987243,0.025371080350311697,0.9615392023931045,2.36283116027991,0,None
WCG,104.31999969482422,1363900,142282047.58377075,-0.02885867182054472,107.05399932861329,0.02277684809806789,0.13973561767839013,99.38238016764323,0.021012602899520574,-0.11735343480899069,91.20619044228205,0.03665084814821116,-0.26654009120085054,-20.420052461062987,1,2020-01-28
EXPE,29.690000534057617,270600,8034114.144515991,-0.008018702595090218,29.52400016784668,0.013983946778657292,-0.03478542545066537,30.267142886207218,0.011750744341702596,-0.057634165246054955,30.838324864705402,0.01251877548107962,0.13791120876216084,0.7578892257938286,0,None
RDC,65.64885711669922,343000,22517557.991027832,0.030649098961921965,64.45457077026367,0.009710549253892926,0.0006549526432723443,64.50405774797711,0.012135283111475804,0.08453865784555642,64.08709474593874,0.009952210466079461,4.289921404059152,9.363373509732309,1,2014-08-19
LYV,83.66999816894531,937800,78465724.28283691,0.005528170767141543,83.17200012207032,0.006917547714468465,0.022610590088258352,81.0942858741397,0.01833047523545793,0.06116907478290958,79.99122219993954,0.013230962124025346,0.6634764945537074,10.951884827598747,0,None
LUV,83.66999816894531,937800,78465724.28283691,0.005528170767141543,83.17200012207032,0.006917547714468465,0.022610590088258352,81.0942858741397,0.01833047523545793,0.06116907478290958,79.99122219993954,0.013230962124025346,7.1129111783398145,7.526322167124921,0,None
ASN,24.21098899841309,2162706,52361251.17280198,0.02107568755827939,23.811207580566407,0.009362629501864532,0.04162082977264845,23.547738847278413,0.009335677342543543,-0.04811072919481893,23.720923711383154,0.019810964956770306,0.7016313622756754,20.959323272231977,1,2007-10-08
OI_2,35.97511291503906,2781756,100073986.2020874,-0.051044210999992554,37.419123840332034,0.020224811154080573,-0.05338656615667213,37.55298323858352,0.02074911335384363,-0.18477328774607232,40.948283240908665,0.0176940819078488,2.6266235142771963,17.681837235963705,1,2016-12-02
LEHMQ,36.47616195678711,4929100,179794649.90119934,-0.03682310607499055,37.17432403564453,0.03763307186516772,-0.03587369974878488,38.10860097975958,0.023989445320203844,-0.2003445657716113,40.02589434669132,0.019429477239729296,1.5929291346098569,9.347110290683847,1,2008-09-17
BAY,6.946019172668457,27400,190320.92533111572,-0.08060236374658662,7.218307971954346,0.00905599773981279,-0.10522858846790754,7.415395827520461,0.034440029126665,-0.14346659798809414,7.822267433953663,0.023256220203159678,0.9651928004196194,30.25989282401691,1,1998-08-31
VIAC,228.82000732421875,9561300,2187816736.0290527,0.014318059482966427,226.452001953125,0.0061526384834209415,0.06759966866990631,221.20117260160902,0.028601079670236104,0.11768397428214866,213.46845015268477,0.02060038646900687,0.2756036468984844,11.686496016883453,1,2022-02-17
FE,11.010000228881836,58857800,648024391.4714813,-0.019590322557634033,11.102000045776368,0.004955656704155493,0.005368725644795706,10.799090930393763,0.02733049607481682,0.04490566017243336,10.695978316049727,0.019655668516109875,1.8014009647329239,3.6352187660132484,0,None
HST,152.94000244140625,499800,76439413.22021484,-0.028458872949109485,157.0279998779297,0.018520782467430563,-0.006431431699345239,152.84761846633185,0.028375143985327197,0.07022812994775217,150.952638656374,0.02072565193999339,4.6131596037300655,12.177963178751883,0,None
PCAR,8.380000114440918,75530121,632942422.6237364,0.01946470099932767,8.32800006866455,0.014361735367328885,0.03584671895961089,8.467142831711541,0.019694682867157184,0.03712873682766845,8.536666658189562,0.02130532493577633,-0.518943738361697,-9.171334883880778,0,None
ESV_2,17.45210838317871,182800,3190245.4124450684,-0.035621765685519474,17.56228141784668,0.015695340834205027,0.06738355719976637,17.46354784284319,0.018431239844896075,-0.021681832494628565,16.687191281999862,0.023806272234750507,-0.1341103749784592,-3.867514103445069,1,2016-03-30
SLB,26.11000061035156,4281900,111800411.61346434,-0.039367170081321394,27.20800018310547,0.02723607399454119,-0.009484066548231609,26.541428611392067,0.024199385394075595,0.08791669209798163,24.875396819341752,0.025263069598004596,-0.38564704446231624,-13.419638612538575,0,None
WAT,38.220001220703125,3260300,124608669.9798584,0.011914237688259145,38.486000061035156,0.025324643168779123,-0.2679562939875665,42.58952404203869,0.03839385682514184,-0.09559861006363396,47.02904764811198,0.036356427111894754,0.01325556690930244,0.13027140637518198,0,None
